MONITOR_OFFICIAL_NAME,MONITOR_EXP_NAME,DCUM,IP,IS_CABLE_CONNECTED,SELECTED_RS,SECONDS_IRRADIATION,SOURCE_DISTANCE_CM,BLM_SOURCE_TEST_THRESHOLD_GY_S,BLM_REACH_FLAG,BLM_LOCATION,BLM_POSITION
BLMQI.B19R1,BLMQI.19R1.B2I30_MQ,860.2,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C19R1,BLMQI.19R1.B1E10_MQ,863.29,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F19R1,BLMQI.19R1.B2I10_MQ,866.7,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A20R1,BLMQI.19R1.B1E30_MQ,869.2,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A20R1,BLMBI.20R1.B0T10_MBA-MBB_19R1,883.54,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B20R1,BLMBI.20R1.B0T20_MBB-MBA_20R1,899.2,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B20R1,BLMQI.20R1.B2I30_MQ,913.65,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C20R1,BLMQI.20R1.B1E10_MQ,916.74,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F20R1,BLMQI.20R1.B2I10_MQ,920.15,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A21R1,BLMQI.20R1.B1E30_MQ,922.65,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A21R1,BLMBI.21R1.B0T10_MBB-MBA_20R1,936.99,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B21R1,BLMBI.21R1.B0T20_MBA-MBB_21R1,952.65,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.689590.B1,BLMDI.9590.B1T10_750_306,959,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.629590.B2,BLMDI.9590.B2T10_750_306,959,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.689591.B1,BLMDI.9591.B1B10_750_306,959.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMDI.629591.B2,BLMDI.9591.B2B10_750_306,959.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMQI.B21R1,BLMQI.21R1.B2I30_MQ,967.1,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C21R1,BLMQI.21R1.B1E10_MQ,970.19,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.689725.B1,BLMDI.9724.B1L10_2.450_DUMP,972.4,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.689724.B1,BLMDI.9724.B1R10_2.450_DUMP,972.4,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.629724.B2,BLMDI.9724.B2L10_2.450_DUMP,972.4,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.629725.B2,BLMDI.9724.B2R10_2.450_DUMP,972.4,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMQI.F21R1,BLMQI.21R1.B2I10_MQ,973.6,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A22R1,BLMQI.21R1.B1E30_MQ,976.1,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.689774.B1,BLMDI.9773.B1L10_7.350_DUMP,977.3,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.689773.B1,BLMDI.9773.B1R10_7.350_DUMP,977.3,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.629773.B2,BLMDI.9773.B2L10_7.350_DUMP,977.3,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.629774.B2,BLMDI.9773.B2R10_7.350_DUMP,977.3,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.689823.B1,BLMDI.9822.B1C10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Central
BLMDI.689824.B1,BLMDI.9822.B1L10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.689822.B1,BLMDI.9822.B1R10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.629823.B2,BLMDI.9822.B2C10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Central
BLMDI.629822.B2,BLMDI.9822.B2L10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.629824.B2,BLMDI.9822.B2R10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDL.689825.B1,BLMDL.9822.B1C10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-06,Difficult,Dump,Central
BLMDL.629825.B2,BLMDL.9822.B2C10_13.200_DUMP,982.2,LHC_IP6,1,RS09,30,1,5.00E-06,Difficult,Dump,Central
BLMBI.A22R1,BLMBI.22R1.B0T10_MBA-MBB_21R1,990.44,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B22R1,BLMBI.22R1.B0T20_MBB-MBA_22R1,1006.1,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B22R1,BLMQI.22R1.B2I30_MQ,1020.55,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C22R1,BLMQI.22R1.B1E10_MQ,1023.64,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F22R1,BLMQI.22R1.B2I10_MQ,1027.05,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A23R1,BLMQI.22R1.B1E30_MQ,1029.55,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A23R1,BLMBI.23R1.B0T10_MBB-MBA_22R1,1043.89,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B23R1,BLMBI.23R1.B0T20_MBA-MBB_23R1,1059.55,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B23R1,BLMQI.23R1.B2I30_MQ,1074,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C23R1,BLMQI.23R1.B1E10_MQ,1077.09,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F23R1,BLMQI.23R1.B2I10_MQ,1080.5,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A24R1,BLMQI.23R1.B1E30_MQ,1083,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A24R1,BLMBI.24R1.B0T10_MBA-MBB_23R1,1097.34,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B24R1,BLMBI.24R1.B0T20_MBB-MBA_24R1,1113,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B24R1,BLMQI.24R1.B2I30_MQ,1127.45,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C24R1,BLMQI.24R1.B1E10_MQ,1130.54,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F24R1,BLMQI.24R1.B2I10_MQ,1133.95,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A25R1,BLMQI.24R1.B1E30_MQ,1136.45,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A25R1,BLMBI.25R1.B0T10_MBB-MBA_24R1,1150.79,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B25R1,BLMBI.25R1.B0T20_MBA-MBB_25R1,1166.45,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B25R1,BLMQI.25R1.B2I30_MQ,1180.9,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C25R1,BLMQI.25R1.B1E10_MQ,1183.99,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F25R1,BLMQI.25R1.B2I10_MQ,1187.4,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A26R1,BLMQI.25R1.B1E30_MQ,1189.9,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A26R1,BLMBI.26R1.B0T10_MBA-MBB_25R1,1204.24,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B26R1,BLMBI.26R1.B0T20_MBB-MBA_26R1,1219.9,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B26R1,BLMQI.26R1.B2I30_MQ,1234.35,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C26R1,BLMQI.26R1.B1E10_MQ,1237.44,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F26R1,BLMQI.26R1.B2I10_MQ,1240.85,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A27R1,BLMQI.26R1.B1E30_MQ,1243.35,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A27R1,BLMBI.27R1.B0T10_MBB-MBA_26R1,1257.69,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B27R1,BLMBI.27R1.B0T20_MBA-MBB_27R1,1273.35,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B27R1,BLMQI.27R1.B2I30_MQ,1287.8,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C27R1,BLMQI.27R1.B1E10_MQ,1290.89,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F27R1,BLMQI.27R1.B2I10_MQ,1294.3,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A28R1,BLMQI.27R1.B1E30_MQ,1296.8,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A28R1,BLMBI.28R1.B0T10_MBA-MBB_27R1,1311.14,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B28R1,BLMBI.28R1.B0T20_MBB-MBA_28R1,1326.8,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B28R1,BLMQI.28R1.B2I30_MQ,1341.25,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C28R1,BLMQI.28R1.B1E10_MQ,1344.34,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F28R1,BLMQI.28R1.B2I10_MQ,1347.75,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A29R1,BLMQI.28R1.B1E30_MQ,1350.25,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A29R1,BLMBI.29R1.B0T10_MBB-MBA_28R1,1364.59,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B29R1,BLMBI.29R1.B0T20_MBA-MBB_29R1,1380.25,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B29R1,BLMQI.29R1.B2I30_MQ,1394.7,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C29R1,BLMQI.29R1.B1E10_MQ,1397.79,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F29R1,BLMQI.29R1.B2I10_MQ,1401.2,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A30R1,BLMQI.29R1.B1E30_MQ,1403.7,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A30R1,BLMBI.30R1.B0T10_MBA-MBB_29R1,1418.04,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B30R1,BLMBI.30R1.B0T20_MBB-MBA_30R1,1433.7,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B30R1,BLMQI.30R1.B2I30_MQ,1448.15,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C30R1,BLMQI.30R1.B1E10_MQ,1451.24,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F30R1,BLMQI.30R1.B2I10_MQ,1454.65,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A31R1,BLMQI.30R1.B1E30_MQ,1457.15,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A31R1,BLMBI.31R1.B0T10_MBB-MBA_30R1,1471.49,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B31R1,BLMBI.31R1.B0T20_MBA-MBB_31R1,1487.15,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B31R1,BLMQI.31R1.B2I30_MQ,1501.6,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C31R1,BLMQI.31R1.B1E10_MQ,1504.69,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F31R1,BLMQI.31R1.B2I10_MQ,1508.1,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A32R1,BLMQI.31R1.B1E30_MQ,1510.6,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A32R1,BLMBI.32R1.B0T10_MBA-MBB_31R1,1524.94,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B32R1,BLMBI.32R1.B0T20_MBB-MBA_32R1,1540.6,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B32R1,BLMQI.32R1.B2I30_MQ,1555.05,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C32R1,BLMQI.32R1.B1E10_MQ,1558.14,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F32R1,BLMQI.32R1.B2I10_MQ,1561.55,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A33R1,BLMQI.32R1.B1E30_MQ,1564.05,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A33R1,BLMBI.33R1.B0T10_MBB-MBA_32R1,1578.39,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B33R1,BLMBI.33R1.B0T20_MBA-MBB_33R1,1594.05,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B33R1,BLMQI.33R1.B2I30_MQ,1608.5,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C33R1,BLMQI.33R1.B1E10_MQ,1611.59,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F33R1,BLMQI.33R1.B2I10_MQ,1615,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A34R1,BLMQI.33R1.B1E30_MQ,1617.5,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A34R1,BLMBI.34R1.B0T10_MBA-MBB_33R1,1631.84,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B34R1,BLMBI.34R1.B0T20_MBB-MBA_34R1,1647.5,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B34R1,BLMQI.34R1.B2I30_MQ,1661.95,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C34R1,BLMQI.34R1.B1E10_MQ,1665.04,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C34L2,BLMQI.34R1.B2I10_MQ,1668.45,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B34L2,BLMQI.34R1.B1E30_MQ,1670.95,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B34L2,BLMBI.34L2.B0T20_MBA-MBB_34R1,1685.29,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A34L2,BLMBI.34L2.B0T10_MBB-MBA_33L2,1700.95,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A34L2,BLMQI.33L2.B2I30_MQ,1715.4,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F33L2,BLMQI.33L2.B1E10_MQ,1718.49,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C33L2,BLMQI.33L2.B2I10_MQ,1721.9,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B33L2,BLMQI.33L2.B1E30_MQ,1724.4,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B33L2,BLMBI.33L2.B0T20_MBB-MBA_33L2,1738.74,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A33L2,BLMBI.33L2.B0T10_MBA-MBB_32L2,1754.4,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A33L2,BLMQI.32L2.B2I30_MQ,1768.85,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F32L2,BLMQI.32L2.B1E10_MQ,1771.94,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C32L2,BLMQI.32L2.B2I10_MQ,1775.35,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B32L2,BLMQI.32L2.B1E30_MQ,1777.85,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B32L2,BLMBI.32L2.B0T20_MBA-MBB_32L2,1792.19,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A32L2,BLMBI.32L2.B0T10_MBB-MBA_31L2,1807.85,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A32L2,BLMQI.31L2.B2I30_MQ,1822.3,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F31L2,BLMQI.31L2.B1E10_MQ,1825.39,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C31L2,BLMQI.31L2.B2I10_MQ,1828.8,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B31L2,BLMQI.31L2.B1E30_MQ,1831.3,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B31L2,BLMBI.31L2.B0T20_MBB-MBA_31L2,1845.64,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A31L2,BLMBI.31L2.B0T10_MBA-MBB_30L2,1861.3,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A31L2,BLMQI.30L2.B2I30_MQ,1875.75,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F30L2,BLMQI.30L2.B1E10_MQ,1878.84,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C30L2,BLMQI.30L2.B2I10_MQ,1882.25,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B30L2,BLMQI.30L2.B1E30_MQ,1884.75,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B30L2,BLMBI.30L2.B0T20_MBA-MBB_30L2,1899.09,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A30L2,BLMBI.30L2.B0T10_MBB-MBA_29L2,1914.75,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A30L2,BLMQI.29L2.B2I30_MQ,1929.2,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F29L2,BLMQI.29L2.B1E10_MQ,1932.29,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C29L2,BLMQI.29L2.B2I10_MQ,1935.7,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B29L2,BLMQI.29L2.B1E30_MQ,1938.2,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B29L2,BLMBI.29L2.B0T20_MBB-MBA_29L2,1952.54,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A29L2,BLMBI.29L2.B0T10_MBA-MBB_28L2,1968.2,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A29L2,BLMQI.28L2.B2I30_MQ,1982.65,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F28L2,BLMQI.28L2.B1E10_MQ,1985.74,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C28L2,BLMQI.28L2.B2I10_MQ,1989.15,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B28L2,BLMQI.28L2.B1E30_MQ,1991.65,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B28L2,BLMBI.28L2.B0T20_MBA-MBB_28L2,2005.99,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A28L2,BLMBI.28L2.B0T10_MBB-MBA_27L2,2021.65,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A28L2,BLMQI.27L2.B2I30_MQ,2036.1,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F27L2,BLMQI.27L2.B1E10_MQ,2039.19,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C27L2,BLMQI.27L2.B2I10_MQ,2042.6,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B27L2,BLMQI.27L2.B1E30_MQ,2045.1,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B27L2,BLMBI.27L2.B0T20_MBB-MBA_27L2,2059.44,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A27L2,BLMBI.27L2.B0T10_MBA-MBB_26L2,2075.1,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A27L2,BLMQI.26L2.B2I30_MQ,2089.55,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F26L2,BLMQI.26L2.B1E10_MQ,2092.64,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C26L2,BLMQI.26L2.B2I10_MQ,2096.05,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B26L2,BLMQI.26L2.B1E30_MQ,2098.55,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B26L2,BLMBI.26L2.B0T20_MBA-MBB_26L2,2112.89,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A26L2,BLMBI.26L2.B0T10_MBB-MBA_25L2,2128.55,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A26L2,BLMQI.25L2.B2I30_MQ,2143,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F25L2,BLMQI.25L2.B1E10_MQ,2146.09,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C25L2,BLMQI.25L2.B2I10_MQ,2149.5,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B25L2,BLMQI.25L2.B1E30_MQ,2152,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B25L2,BLMBI.25L2.B0T20_MBB-MBA_25L2,2166.34,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A25L2,BLMBI.25L2.B0T10_MBA-MBB_24L2,2182,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A25L2,BLMQI.24L2.B2I30_MQ,2196.45,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F24L2,BLMQI.24L2.B1E10_MQ,2199.54,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C24L2,BLMQI.24L2.B2I10_MQ,2202.95,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B24L2,BLMQI.24L2.B1E30_MQ,2205.45,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B24L2,BLMBI.24L2.B0T20_MBA-MBB_24L2,2219.79,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A24L2,BLMBI.24L2.B0T10_MBB-MBA_23L2,2235.45,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A24L2,BLMQI.23L2.B2I30_MQ,2249.9,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F23L2,BLMQI.23L2.B1E10_MQ,2252.99,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C23L2,BLMQI.23L2.B2I10_MQ,2256.4,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B23L2,BLMQI.23L2.B1E30_MQ,2258.9,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B23L2,BLMBI.23L2.B0T20_MBB-MBA_23L2,2273.24,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A23L2,BLMBI.23L2.B0T10_MBA-MBB_22L2,2288.9,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A23L2,BLMQI.22L2.B2I30_MQ,2303.35,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F22L2,BLMQI.22L2.B1E10_MQ,2306.44,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C22L2,BLMQI.22L2.B2I10_MQ,2309.85,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B22L2,BLMQI.22L2.B1E30_MQ,2312.35,LHC_IP2,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B22L2,BLMBI.22L2.B0T20_MBA-MBB_22L2,2326.69,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A22L2,BLMBI.22L2.B0T10_MBB-MBA_21L2,2342.35,LHC_IP2,1,RS09,30,1,5.00E-07,Easy,Ring,Top
